"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00048917","1949","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","","","","","        45","0","        31","0","         2","0","","","","","","","","","","","","","","","","","","","","","  33.3"," ,0,1109, ","","","","","","","","","","","","","","","","","","","","","","","","","    411.3"," ,0","","","","","","","",""
"USC00048917","1950","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","","","","","        48","0","        37","0","         6","0","","","","","","","","","","","","","","","","","","","",""," 132.8"," ,0,1118, ","","","","","","","","","","","","","","","","","","","","","","","","","    660.4"," ,0","","","","","","","",""
"USC00048917","1972","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","    995.0","","     995.0","0","        45","0","        29","0","         3","0","        0","","         0","0","         0","0","        43","0","         0","0","       230","0","       106","0","   -7.2","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.5"," ,0,1204, ","   44.4","0,0716, ","-0.6","0,1030","-2.2","0,1202","-7.2","0,1209","-7.2","0,1209","","","-1.1","0,0327","-2.8","0,0203","","","","","    1482.5","5","    1482.5","0","    352.1"," ,0","        0"," ,0","     17.28","0","     25.58","0","      8.97","0"
"USC00048917","1973","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","","","","","        76","0","        47","0","        13","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.3"," ,0,1118, ","","","","","","","","","","","","","","","","","","","","","    1547.9","9","    1547.9","0","    776.1"," ,0","        0"," ,0","","","","","",""
"USC00048917","1974","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","   1157.4","","    1157.4","0","        51","0","        33","0","         5","0","        0","","         0","0","         0","0","        25","0","         0","0","       232","0","       131","0","   -5.0","0,1225,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0402, ","   43.3","0,0725,+","0.0","0,1208","-2.8","0,1223","-5.0","0,1224","","","","","0.0","0,0220","-3.3","0,0103","","","","","","","","","    483.1"," ,0","        0"," ,0","     17.69","0","     26.01","0","      9.37","0"
"USC00048917","1975","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","","","","","        62","0","        44","0","         7","0","        0","","         0","0","         0","0","        46","0","         0","0","       209","0","       126","0","   -5.0","0,0131,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.9"," ,0,1128, ","   42.8","0,0727, ","-2.2","0,1119","-2.2","0,1119","","","","","","","0.0","0,0408","-2.2","0,0222","-5.0","0,0131","","","    1574.2","2","    1574.2","0","    537.9"," ,0","        0"," ,0","     16.70","0","     25.27","0","      8.12","0"
"USC00048917","1976","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","","","","","        42","0","        24","0","         2","0","        0","","         0","0","         0","0","        36","0","         0","0","       241","0","        98","0","   -4.4","0,0102, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.3"," ,0,0911, ","   44.4","0,0628, ","0.0","0,1127","-2.2","0,1128","","","","","","","0.0","0,0417","-2.2","0,0106","-4.4","0,0102","","","","","","","    283.3"," ,0","        0"," ,0","     17.39","0","     26.20","0","      8.58","0"
"USC00048917","1977","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","   1092.4","","    1092.4","0","        40","0","        27","0","         5","0","        0","","         0","0","         0","0","        42","0","         0","0","       236","0","       112","0","   -4.4","0,0111, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.1"," ,0,1218, ","   42.2","0,0731,+","-2.2","0,1120","-2.2","0,1120","","","","","","","-1.7","0,0403","-2.2","0,0314","-4.4","0,0111","","","    1319.5","5","    1319.5","0","    324.0"," ,0","        0"," ,0","     17.58","0","     26.21","0","      8.94","0"
"USC00048917","1978","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","    962.3","","     962.3","0","        68","0","        51","0","        12","0","        0","","         0","0","         0","0","        40","0","         0","0","       236","0","       113","0","   -6.7","0,1208,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.2"," ,0,0209, ","   42.2","0,0808,+","-2.2","0,1114","-2.2","0,1114","-6.7","0,1207","-6.7","0,1207","","","0.0","0,0211","","","","","","","    1163.1","1","    1163.1","0","    877.5"," ,0","        0"," ,0","     17.09","0","     25.57","0","      8.61","0"
"USC00048917","1980","36.465","-118.8619","347.5","THREE RIVERS EDISON PH 1, CA US","   1147.3","","    1147.3","0","        49","0","        34","0","         9","0","        0","","         0","0","         0","0","        28","0","         0","0","       243","0","       117","0","   -3.9","0,0223,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  59.4"," ,0,0112, ","   43.3","0,0729,+","0.0","0,1116","-2.2","0,1208","","","","","","","-3.9","0,0223","-3.9","0,0223","","","","","","","","","    658.4"," ,0","        0"," ,0","     18.19","0","     26.24","0","     10.13","0"
