"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00515006","1917","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     89.6","","      89.6","6","       105","6","        65","6","        10","6","","","","","         0","6","         0","6","         0","6","       287","6","         0","6","","","","","    7.8","6,0131, ","","","","","  75.9"," ,6,0614, ","   26.1","6,0828,+","","","","","   1060.6"," ,6","","","     17.64","6","     22.16","6","     13.12","6"
"USC00515006","1918","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","        87","6","        50","6","        14","6","","","","","","","","","         0","6","       272","6","         0","6","","","","","","","","","",""," 157.0"," ,6,0217, ","   27.2","6,0820, ","     366.8","8","     366.8","6","   1115.3"," ,6","","","","","     22.46","6","",""
"USC00515006","1919","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","        51","6","        25","6","         6","6","","","","","","","","","","","","","","","         5"," ","","","","","","","","","  50.8"," ,6,1007,+","","","","","","","    418.4"," ,6","","","","","","","",""
"USC00515006","1920","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","    199.2","","     199.2","6","        69","6","        45","6","        13","6","","","","","         0","6","         0","6","         0","6","       312","6","         0","6","","","","","    8.9","6,0303, ","","","",""," 203.2"," ,6,1224, ","   28.3","6,0721, ","     315.4","4","     315.4","6","   1079.4"," ,6","","","     18.01","6","     23.17","6","     12.85","6"
"USC00515006","1921","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","        59","6","        41","6","         6","6","","","","","","","","","","","","","","","","","","","","","","","",""," 114.3"," ,6,0131, ","","","","","","","    526.3"," ,6","","","","","","","",""
"USC00515006","1922","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","        75","6","        42","6","         7","6","","","","","","","","","","","","","","","","","","","","","","","","","  73.7"," ,6,0406, ","","","","","","","    640.7"," ,6","","","","","","","",""
"USC00515006","1924","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     43.8","","      43.8","6","","","","","","","","","","","         0","6","         0","6","         0","6","       285","6","         0","6","","","","","    7.2","6,0314, ","","","","","","","   26.7","6,0629,+","","","","","","","","","     16.94","6","     22.01","6","     11.86","6"
"USC00515006","1925","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     552.7","7","     552.7","6","","","","","","","","","",""
"USC00515006","1931","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","    298.6","","     298.6","6","","","","","","","","","","","         0","6","         0","6","         0","6","       336","6","         0","6","","","","","    8.3","6,0403, ","","","","","","","   27.2","6,0912,+","     245.0","0","     245.0","6","","","","","     18.43","6","     23.91","6","     12.95","6"
"USC00515006","1935","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","    214.7","","     214.7","6","","","","","","","","","","","         0","6","         0","6","         0","6","       305","6","         1","6","","","","","    7.2","6,0308,+","","","","","","","   32.8","6,0619, ","","","","","","","","","     17.95","6","     23.08","6","     12.82","6"
"USC00515006","1936","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","        87","6","        53","6","        12","6","","","","","","","","","","","","","","","","","","","","","","","","","  74.9"," ,6,0203, ","","","","","","","    990.4"," ,6","","","","","","","",""
"USC00515006","1937","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","    275.7","","     275.7","6","        88","6","        60","6","        15","6","","","","","         0","6","         0","6","         0","6","       244","6","         0","6","","","","","    6.7","6,0210, ","","","","","  55.9"," ,6,0727, ","   31.1","6,0729, ","     573.5","5","     573.5","6","   1064.9"," ,6","","","     17.85","6","     23.45","6","     12.25","6"
"USC00515006","1938","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","       103","6","        68","6","        13","6","","","","","         0","6","         0","6","","","","","","","","","","","    7.2","6,0109, ","","","","","  69.1"," ,6,0720, ","","","","","","","   1129.8"," ,6","","","","","","","     12.17","6"
"USC00515006","1939","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","        93","6","        54","6","         7","6","","","","","","","","","","","","","","","         3"," ","","","","","","","","","  59.4"," ,6,0404, ","","","     315.0","0","     315.0"," ","    807.1"," ,6","","","","","","","",""
"USC00515006","1940","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00515006","1944","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     91.2","","      91.2","6","        84","6","        42","6","         5","6","","","","","         0","6","         0","6","         0","6","       308","6","         0","6","","","","","    8.9","6,1218,+","","","",""," 106.7"," ,6,0305, ","   26.1","6,0823, ","","","","","    580.8"," ,6","","","     17.67","6","     22.50","6","     12.85","6"
"USC00515006","1945","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","        92","6","        38","6","         6","6","","","","","","","","","         0","6","       346","6","         0","6","","","","","","","","","","","  99.8"," ,6,0407, ","   26.7","6,1026, ","","","","","    665.3"," ,6","","","","","     22.98","6","",""
"USC00515006","1946","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","    145.2","","     145.2","6","        94","6","        56","6","        10","6","","","","","         0","6","         0","6","         0","6","       317","6","         0","6","","","","","    8.9","6,0220,+","","","","","  94.7"," ,6,0127, ","   26.7","6,0614, ","     269.6","6","     269.6","6","    846.2"," ,6","","","     17.91","6","     22.70","6","     13.11","6"
"USC00515006","1947","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","        56","6","        44","6","         6","6","","","","","","","","","","","","","","","","","","","","","","","","","  49.3"," ,6,0911, ","","","","","","","    538.9"," ,6","","","","","","","",""
"USC00515006","1948","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     65.2","","      65.2","6","","","","","","","","","","","         0","6","         0","6","         0","6","       310","6","         0","6","","","","","    7.8","6,0105, ","","","","","","","   25.6","6,0923,+","     384.3","3","     384.3","6","","","","","     17.45","6","     22.69","6","     12.21","6"
"USC00515006","1949","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     32.4","","      32.4","0","        67","0","        37","0","         5","0","","","","","         0","0","         0","0","         0","0","       311","0","         0","0","         1"," ","","","    8.3","0,0409,+","","","","","  63.5"," ,0,0116, ","   26.1","0,0914,+","     439.1","1","     439.1","0","    505.8"," ,0","","","     17.09","0","     22.23","0","     11.96","0"
"USC00515006","1950","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     55.0","","      55.0","0","       111","0","        64","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       286","0","         0","0","        32"," ","         5"," ","    8.3","0,0307, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 163.8"," ,0,0111, ","   27.2","0,0817, ","     374.7","7","     374.7","0","   1173.7"," ,0","        0"," ,0","     17.46","0","     22.03","0","     12.90","0"
"USC00515006","1951","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     86.5","","      86.5","0","       115","0","        55","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       286","0","         0","0","        27"," ","","","    8.9","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 123.2"," ,0,0222, ","   26.1","0,1028,+","     395.4","4","     395.4","0","   1025.4"," ,0","        0"," ,0","     17.52","0","     22.03","0","     13.00","0"
"USC00515006","1952","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     48.3","","      48.3","0","        85","0","        29","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       286","0","         0","0","         6"," ","","","    8.9","0,0424,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 114.3"," ,0,0121, ","   25.6","0,1016,+","     460.7","7","     460.7","0","    437.1"," ,0","        0"," ,0","     17.16","0","     21.92","0","     12.39","0"
"USC00515006","1953","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","     61.3","","      61.3","0","        89","0","        35","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       297","0","         0","0","","","","","    8.9","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.6"," ,0,1228, ","   25.6","0,0807,+","     369.4","4","     369.4","0","    554.7"," ,0","        0"," ,0","     17.49","0","     22.28","0","     12.69","0"
"USC00515006","1954","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00515006","1955","20.7","-156.36667","915.0","KULA HOSPITAL 267, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","         3"," ","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","        0"," ,0","","","","","",""
