"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00303354","1946","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","","","","","       134","6","        73","6","         4","6","","","","","","","","","","","","","","","","","","","","","  59.7"," ,6,0618, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    790.2"," ,6","","","","","","","",""
"USC00303354","1947","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","","","","","       172","6","        98","6","        12","6","","","         0","6","       147","6","","","","","","","","","","","  -16.1","6,0205,+","","","  51.6"," ,6,0902, ","","","0.0","6,0923","-3.3","6,1101","-6.7","6,1127","-6.7","6,1127","-10.0","6,1214","-2.8","6,0510","-2.8","6,0510","-4.4","6,0408","-9.4","6,0331","-9.4","6,0331","","","","","   1186.6"," ,6","","","","","","","      4.40","6"
"USC00303354","1948","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","","","","","       157","0","        87","0","         4","0","","","        13","0","       111","0","","","","","","","","","","","  -27.8","0,0131, ","","","  32.5"," ,0,1017, ","","","-1.1","0,1004","-2.8","0,1021","-4.4","0,1209","-7.2","0,1220","-10.6","0,1225","-0.6","0,0501","-2.2","6,0417","-5.0","6,0404","-6.7","6,0329","-12.2","6,0314","","","","","    889.8"," ,0","","","","","","","      4.29","0"
"USC00303354","1949","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","    469.0","","     469.0","0","       155","0","        85","0","         3","0","","","         0","0","       131","0","        27","0","       139","0","        14","0","         1"," ","         1"," ","  -16.7","0,0307, ","","","  72.9"," ,0,0731, ","   33.3","0,0810,+","0.0","0,0930","-2.2","0,1106","-8.9","0,1122","-8.9","0,1122","-8.9","0,1122","-1.7","0,0511","-2.2","0,0425","-5.6","0,0417","-16.1","0,0320","-16.1","0,0320","    3189.9","9","    3189.9","0","    798.6"," ,0","","","     10.52","0","     15.96","0","      5.09","0"
"USC00303354","1950","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","    245.2","","     245.2","0","       177","0","       101","0","         7","0","","","         6","0","       138","0","        43","0","       130","0","         0","0","         2"," ","         2"," ","  -20.0","0,0304, ","","","  43.2"," ,0,0901, ","   31.7","0,0710,+","-2.2","0,1027","-2.2","0,1027","-6.7","0,1123","-6.7","0,1123","-11.1","0,1126","-1.1","0,0508","-2.8","0,0416","-10.0","0,0414","-10.0","0,0414","-10.0","0,0414","    3486.1","1","    3486.1","0","   1088.0"," ,0","","","      8.97","0","     14.01","0","      3.93","0"
"USC00303354","1951","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","    274.8","","     274.8","0","       164","0","        93","0","         2","0","","","         4","0","       127","0","        46","0","       134","0","         4","0","         5"," ","        10"," ","  -21.1","0,0210, ","","","  44.5"," ,0,0914, ","   33.3","0,0901, ","-1.7","0,1013","-2.2","0,1102","-6.1","0,1104","-6.7","0,1105","-12.8","0,1106","0.0","0,0513","-2.2","0,0421","-5.6","0,0327","-8.9","0,0326","-8.9","0,0326","    3497.8","8","    3497.8","0","    884.0"," ,0","","","      9.18","0","     14.29","0","      4.07","0"
"USC00303354","1952","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","    382.5","","     382.5","0","       141","0","        72","0","         8","0","","","         2","0","       125","0","        35","0","       125","0","        16","0","         7"," ","        21"," ","  -18.9","0,0130, ","","","  40.1"," ,0,0919, ","   34.4","0,0627,+","-1.1","0,1010","-4.4","0,1020","-4.4","0,1020","-14.4","0,1201","-14.4","0,1201","-1.7","0,0503","-2.8","0,0416","-5.0","0,0330","-8.3","0,0316","-8.9","0,0314","    3581.1","1","    3581.1","0","    876.9"," ,0","","","      9.82","0","     14.91","0","      4.73","0"
"USC00303354","1953","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","","","","","       134","0","        91","0","         5","0","","","         0","0","       116","0","","","","","","","        13"," ","        22"," ","  -16.1","0,0302, ","","","  37.1"," ,0,0810, ","","","-0.6","0,1008","-3.9","0,1105","-8.9","0,1106","-8.9","0,1106","-8.9","0,1106","-1.1","0,0421","-2.2","0,0419","-5.6","0,0311","-8.9","0,0308","-8.9","0,0308","    3401.8","8","    3401.8","0","    843.9"," ,0","","","","","","","      4.95","0"
"USC00303354","1954","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","    310.4","","     310.4","0","       152","0","        91","0","         7","0","","","         2","0","       130","0","        39","0","       129","0","         2","0","         7"," ","        25"," ","  -20.0","0,1221, ","","","  94.5"," ,0,1016, ","   32.8","0,0615, ","-2.2","0,1007","-2.2","0,1007","-4.4","0,1113","-11.1","0,1203","-11.1","0,1203","0.0","0,0521","-5.6","0,0409","-5.6","0,0409","-10.6","0,0404","-10.6","0,0404","","","","","   1057.3"," ,0","","","      9.48","0","     14.39","0","      4.57","0"
"USC00303354","1955","42.48333","-78.93333","265.2","GOWANDA CORRECTIONAL, NY US","    463.9","","     463.9","0","       146","0","        87","0","         8","0","        22","0","         2","0","       127","0","        51","0","       138","0","        21","0","         8"," ","        26"," ","  -23.9","0,0203, ","   165"," ,0,1206, ","  33.0"," ,0,0728, ","   35.6","0,0728, ","0.0","0,1027","-3.3","0,1106","-6.7","0,1117","-6.7","0,1117","-13.3","0,1129","0.0","0,0517","-2.8","0,0408","-7.2","0,0328","-7.2","0,0328","-11.1","0,0308","    3412.3","3","    3412.3","0","    904.7"," ,0","     1192"," ,0","      9.90","0","     14.91","0","      4.90","0"
