"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00010422","1907","32.6","-85.5","223.1","AUBURN, AL US","   1056.8","","    1056.8","6","","","","","","","","","","","         0","6","        16","6","         0","6","       223","6","        25","6","","","","","   -3.9","6,1205,+","","","","","","","   36.1","6,0724, ","","","0.0","6,1113","-3.9","6,1205","","","","","","","0.0","6,0414","-2.2","6,0209","","","","","","","    1018.6","6","    1018.6","6","","","","","     18.13","6","     22.78","6","     13.49","6","",""
"USC00010422","1908","32.6","-85.5","223.1","AUBURN, AL US","   1196.5","","    1196.5","6","        95","6","        74","6","        13","6","","","","","         0","6","        20","6","         0","6","       246","6","        93","6","","","","","   -7.2","6,0124, ","","","","","  86.9"," ,6,0323, ","   37.2","6,0818,+","","","-3.3","6,1115","-3.3","6,1115","","","","","","","-2.8","6,0228","-2.8","6,0228","-5.6","6,0203","-7.2","6,0124","","","    1256.2","2","    1256.2","6","   1229.2"," ,6","","","     18.46","6","     24.61","6","     12.30","6","",""
"USC00010422","1909","32.6","-85.5","223.1","AUBURN, AL US","   1186.7","","    1186.7","6","       108","6","        78","6","        21","6","","","","","         0","6","        31","6","         0","6","       252","6","        82","6","","","","","  -12.2","6,1230, ","","","","","  77.0"," ,6,0209, ","   38.3","6,0829, ","","","-1.1","6,1119","-2.8","6,1209","-5.0","6,1210","-6.7","6,1223","-12.2","6,1230","0.0","6,0315","-3.3","6,0217","-7.8","6,0201","-7.8","6,0201","-10.6","6,0131","    1005.5","5","    1005.5","6","   1516.0"," ,6","","","     18.44","6","     24.76","6","     12.12","6","",""
"USC00010422","1910","32.6","-85.5","223.1","AUBURN, AL US","   1193.5","","    1193.5","6","        94","6","        68","6","        17","6","","","","","         0","6","        44","6","         0","6","       245","6","        75","6","","","","","   -6.7","6,0108, ","","","","","  66.0"," ,6,0807,+","   36.7","6,0908, ","","","-1.7","6,1029","-3.9","6,1201","-6.1","6,1202","","","","","0.0","6,0426","-3.3","6,0219","-5.0","6,0218","-6.7","6,0108","","","    1201.3","3","    1201.3","6","   1182.6"," ,6","","","     17.95","6","     24.44","6","     11.45","6","",""
"USC00010422","1911","32.6","-85.5","223.1","AUBURN, AL US","   1367.6","","    1367.6","6","       117","6","        68","6","        15","6","","","","","         0","6","        24","6","         1","6","       260","6","       112","6","","","","","  -11.1","6,0104, ","","","","","  80.5"," ,6,0903, ","   38.9","6,0616, ","","","-3.9","6,1113","-3.9","6,1113","-5.0","6,1125","","","","","-1.1","6,0316","-2.2","6,0225","-4.4","6,0222","-9.4","6,0105","-9.4","6,0105","    1149.6","6","    1149.6","6","   1156.7"," ,6","","","     19.48","6","     25.74","6","     13.21","6","",""
"USC00010422","1912","32.6","-85.5","223.1","AUBURN, AL US","   1193.6","","    1193.6","6","       139","6","        99","6","        20","6","","","","","         0","6","        42","6","         0","6","       231","6","        75","6","","","","","  -10.0","6,0116, ","","","",""," 132.8"," ,6,0129, ","   38.3","6,0904, ","","","-1.7","6,1103","-3.9","6,1125","","","","","","","-1.7","6,0310","-2.2","6,0223","-6.7","6,0207","-6.7","6,0207","-10.0","6,0116","    1341.8","8","    1341.8","6","   1707.7"," ,6","","","     17.82","6","     23.72","6","     11.93","6","",""
"USC00010422","1913","32.6","-85.5","223.1","AUBURN, AL US","   1158.3","","    1158.3","6","       116","6","        80","6","        14","6","","","","","         0","6","        25","6","         0","6","       237","6","        70","6","","","","","   -3.3","6,1209, ","","","","","  82.3"," ,6,0315, ","   39.4","6,0719, ","","","0.0","6,1021","-2.2","6,1110","","","","","","","-1.7","6,0328","-2.2","6,0317","","","","","","","    1108.5","5","    1108.5","6","   1286.9"," ,6","","","     18.46","6","     24.50","6","     12.42","6","",""
"USC00010422","1914","32.6","-85.5","223.1","AUBURN, AL US","   1238.5","","    1238.5","6","       103","6","        72","6","         8","6","","","","","         0","6","        36","6","         0","6","       235","6","        74","6","","","","","   -8.9","6,1120, ","","","","","  52.8"," ,6,0414, ","   39.4","6,0626, ","","","-1.7","6,1117","-2.2","6,1118","-8.9","6,1120","-8.9","6,1120","-8.9","6,1120","-1.1","6,0323","-2.2","6,0303","-6.1","6,0302","-7.8","6,0226","","","    1241.7","7","    1241.7","6","    940.1"," ,6","","","     18.08","6","     23.90","6","     12.25","6","",""
"USC00010422","1915","32.6","-85.5","223.1","AUBURN, AL US","   1293.6","","    1293.6","6","        98","6","        70","6","        18","6","","","","","         0","6","        28","6","         0","6","       228","6","        60","6","","","","","   -3.3","6,1221,+","","","",""," 115.1"," ,6,0507, ","   37.2","6,0731, ","","","-1.1","6,1116","-2.8","6,1214","","","","","","","-0.6","6,0404","-2.8","6,0322","","","","","","","    1396.6","6","    1396.6","6","   1535.1"," ,6","","","     18.38","6","     24.16","6","     12.59","6","",""
"USC00010422","1916","32.6","-85.5","223.1","AUBURN, AL US","   1158.3","","    1158.3","6","       101","6","        64","6","        14","6","","","         0","6","         0","6","        36","6","         0","6","       261","6","        49","6","","","","","   -8.3","6,0118, ","","","     0"," ,6,1231,+","  91.7"," ,6,0708, ","   36.1","6,1009,+","","","-2.2","6,1115","-2.2","6,1115","-6.1","6,1219","","","","","0.0","6,0317","-3.9","6,0316","-7.2","6,0203","-7.2","6,0203","","","    1034.2","2","    1034.2","6","   1231.7"," ,6","        0"," ,6","     18.62","6","     24.60","6","     12.63","6","",""
