"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00343304","1941","36.54417","-99.535","618.7","FORT SUPPLY, OK US","","","","","        91","6","        67","6","         6","6","","","","","","","","","         9","6","       188","6","        67","6","","","","","","","","","","","  83.3"," ,6,0524, ","   38.3","6,0817,+","","","","","","","","","","","","","","","","","","","","","","","","","    817.1"," ,6","","","","","     20.88","6","","","     80342","6"
"USC00343304","1942","36.54417","-99.535","618.7","FORT SUPPLY, OK US","    917.2","","     917.2","6","","","","","","","","","","","         5","6","       121","6","        13","6","       206","6","        77","6","","","","","  -25.0","6,0105, ","","","","","","","   40.0","6,0731, ","-2.2","6,1025","-2.2","6,1025","-6.7","6,1123","-6.7","6,1123","-9.4","6,1129","0.0","6,0410","-2.2","6,0331","-11.7","6,0228","-11.7","6,0228","-11.7","6,0228","    2246.0","0","    2246.0","6","","","","","     14.23","6","     21.67","6","      6.80","6","     74592","6"
"USC00343304","1943","36.54417","-99.535","618.7","FORT SUPPLY, OK US","    961.6","","     961.6","6","        47","6","        34","6","         6","6","","","","","         6","6","       128","6","         5","6","       215","6","        80","6","","","","","  -25.6","6,0119, ","","","","","  52.6"," ,6,0510, ","   41.7","6,0809,+","0.0","6,1016","-4.4","6,1027","-4.4","6,1027","-6.7","6,1107","-12.8","6,1215","-3.3","6,0322","-3.3","6,0322","-7.8","6,0321","-7.8","6,0321","-11.1","6,0308","    2133.9","9","    2133.9","6","    483.1"," ,6","","","     14.61","6","     22.88","6","      6.34","6","     73227","6"
"USC00343304","1944","36.54417","-99.535","618.7","FORT SUPPLY, OK US","    939.5","","     939.5","6","        55","6","        46","6","         9","6","","","","","         1","6","       114","6","         4","6","       203","6","        71","6","","","","","  -17.8","6,0108, ","","","","","  65.3"," ,6,1002, ","   40.0","6,0802, ","0.0","6,1115","-2.2","6,1121","-5.6","6,1127","-9.4","6,1130","-9.4","6,1130","-1.1","6,0418","-2.8","6,0331","-5.6","6,0330","-8.3","6,0329","-10.0","6,0219","    2334.1","1","    2334.1","6","    738.8"," ,6","","","     14.57","6","     21.84","6","      7.30","6","     77278","6"
"USC00343304","1945","36.54417","-99.535","618.7","FORT SUPPLY, OK US","","","","","        54","6","        36","6","         7","6","","","","","","","","","","","","","","","","","","","","","","","","","  72.4"," ,6,0928, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    578.3"," ,6","","","","","","","","","     74553","6"
"USC00343304","1946","36.54417","-99.535","618.7","FORT SUPPLY, OK US","","","","","        48","6","        40","6","         7","6","","","","","         0","6","        85","6","         4","6","       210","6","        82","6","","","","","  -15.6","6,1229, ","","","","","  45.2"," ,6,0328, ","   42.2","6,0807, ","-3.3","6,1110","-3.3","6,1110","-4.4","6,1126","-7.8","6,1218","-15.6","6,1229","0.0","6,0511","-2.2","6,0309","-4.4","6,0308","-6.7","6,0214","-11.1","6,0126","    2028.4","4","    2028.4","6","    618.8"," ,6","","","     15.72","6","     22.79","6","      8.64","6","     82597","6"
"USC00343304","1947","36.54417","-99.535","618.7","FORT SUPPLY, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00343304","1948","36.54417","-99.535","618.7","FORT SUPPLY, OK US","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","        26"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00343304","1949","36.54417","-99.535","618.7","FORT SUPPLY, OK US","","","","","        58","0","        51","0","        11","0","       10","","         8","0","","","","","","","","","","","         6"," ","        11"," ","","","   102"," ,0,0112,+","   127"," ,0,0301, ","  64.8"," ,0,1009, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    832.0"," ,0","      397"," ,0","","","","","","","",""
"USC00343304","1950","36.54417","-99.535","618.7","FORT SUPPLY, OK US","","","","","        52","0","        45","0","         8","0","        0","","         0","0","","","","","","","","","","","         1"," ","","","","","     0"," ,0,1231,+","     0","T,0,0525,+","  80.0"," ,0,0725, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    699.3"," ,0","        0","T,0","","","","","","","",""
