"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00022927","1948","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1710.5","","    1710.5","0","        26","0","        11","0","         0","0","","","","","         0","0","        42","0","         0","0","       262","0","       157","0","","","","","   -6.7","0,0129, ","","","","","  16.5"," ,0,0807, ","   42.8","0,0830,+","-0.6","0,1109","-3.3","0,1205","","","","","0.0","6,0321","-4.4","6,0213","-4.4","6,0213","-6.7","6,0129","","","    1174.0","0","    1174.0","0","    101.7"," ,0","","","     19.81","0","     28.22","0","     11.42","0"
"USC00022927","1949","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1624.8","","    1624.8","0","        37","0","        23","0","         1","0","        0","","         0","0","         0","0","        32","0","         0","0","       276","0","       143","0","         1"," ","        15"," ","   -6.1","0,0104, ","     0"," ,0,1231,+","     0","T,0,1220,+","  26.4"," ,0,0807, ","   42.2","0,0714, ","-1.1","0,1211","-2.2","0,1221","","","","","0.0","0,0330","-3.3","0,0215","-5.0","0,0130","","","","","    1225.3","3","    1225.3","0","    225.3"," ,0","        0","T,0","     19.92","0","     27.77","0","     12.07","0"
"USC00022927","1950","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1660.3","","    1660.3","0","        24","0","        12","0","         0","0","        0","","         0","0","         0","0","        13","0","         0","0","       310","0","       155","0","","","        19"," ","   -9.4","0,0104, ","     0"," ,0,1231,+","     0","T,0,0918, ","  22.6"," ,0,0211, ","   43.9","0,0901, ","","","","","","","","","-1.1","0,0128","-2.2","0,0127","-5.0","0,0107","-6.7","0,0105","-9.4","0,0104","     782.0","0","     782.0","0","    113.2"," ,0","        0","T,0","     21.05","0","     29.44","0","     12.65","0"
"USC00022927","1951","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1574.1","","    1574.1","0","        43","0","        27","0","         5","0","        0","","         0","0","         0","0","        16","0","         0","0","       275","0","       140","0","         1"," ","        24"," ","   -3.9","0,0102, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.9"," ,0,0827, ","   41.7","0,0706,+","-2.8","0,1208","-2.8","0,1208","","","","","0.0","0,0304","-2.2","0,0103","","","","","","","     762.4","4","     762.4","0","    329.8"," ,0","        0"," ,0","     20.06","0","     27.71","0","     12.41","0"
"USC00022927","1952","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1643.2","","    1643.2","0","        43","0","        25","0","         1","0","        0","","         0","0","         0","0","        32","0","         0","0","       259","0","       171","0","","","        23"," ","   -3.9","0,0214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.7"," ,0,1116, ","   42.2","0,0903, ","-1.7","0,1125","-3.3","0,1128","","","","","-0.6","0,0321","-2.8","0,0219","","","","","","","    1057.3","3","    1057.3","0","    268.0"," ,0","        0"," ,0","     19.83","0","     28.46","0","     11.20","0"
"USC00022927","1953","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1343.8","","    1343.8","0","        15","0","        13","0","         1","0","        0","","         0","0","         0","0","        64","0","         0","0","       310","0","       155","0","","","        23"," ","   -7.2","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  44.5"," ,0,0717, ","   44.4","0,0702,+","-3.3","0,1119","-3.3","0,1119","-4.4","0,1121","-7.2","0,1224","0.0","0,0512","-2.8","0,0412","-5.6","0,0221","","","","","    1055.9","9","    1055.9","0","    128.6"," ,0","        0"," ,0","     19.20","0","     29.89","0","      8.51","0"
"USC00022927","1954","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1566.7","","    1566.7","0","        36","0","        18","0","         0","0","        0","","         0","0","         0","0","        30","0","         0","0","       310","0","       177","0","","","        21"," ","   -7.2","0,1230,+","     0"," ,0,1231,+","     0","T,0,0924,+","  24.1"," ,0,0723, ","   43.3","0,0728,+","0.0","0,1208","-2.8","0,1225","-6.7","0,1227","-6.7","0,1227","-0.6","0,0319","-2.2","0,0314","-4.4","0,0313","","","","","     884.4","4","     884.4","0","    216.6"," ,0","        0","T,0","     20.64","0","     30.63","0","     10.65","0"
"USC00022927","1955","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1371.9","","    1371.9","0","        24","0","        18","0","         3","0","        0","","         0","0","         0","0","        55","0","         0","0","       289","0","       157","0","","","","","   -8.3","0,0219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  41.4"," ,0,0807, ","   44.4","0,0609, ","-0.6","0,1116","-2.8","0,1124","","","","","0.0","0,0420","-2.2","0,0404","-6.1","0,0321","-6.7","0,0220","","","    1061.5","5","    1061.5","0","    240.1"," ,0","        0"," ,0","     19.12","0","     29.26","0","      8.97","0"
"USC00022927","1956","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1480.8","","    1480.8","0","        18","0","        13","0","         0","0","        0","","         0","0","         0","0","        57","0","         0","0","       296","0","       164","0","","","        28"," ","   -6.1","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  16.8"," ,0,0128, ","   43.9","0,0708, ","-2.8","0,1102","-2.8","0,1102","-4.4","0,1120","","","-2.2","0,0404","-2.2","0,0404","-5.0","0,0204","","","","","     954.3","3","     954.3","0","     79.9"," ,0","        0"," ,0","     19.65","0","     30.08","0","      9.22","0"
"USC00022927","1957","33.43333","-111.75","402.9","FALCON FIELD, AZ US","   1441.1","","    1441.1","0","        32","0","        24","0","         1","0","        0","","         0","0","         0","0","        27","0","         0","0","       291","0","       139","0","","","        20"," ","   -3.3","0,1203, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.5"," ,0,1031, ","   45.6","0,0731, ","-1.1","0,1118","-2.2","0,1123","","","","","0.0","0,0423","","","","","","","","","     834.2","2","     834.2","0","    235.2"," ,0","        0"," ,0","     20.17","0","     29.23","0","     11.12","0"
