"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00506870","1949","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00506870","1950","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","      1.4","","       1.4","0","        68","0","        27","0","         0","0","","","        14","0","        46","0","       200","0","       115","0","        38","0","         0","0","         7"," ","         2"," ","  -26.1","0,0111, ","","","   152"," ,0,0101, ","  12.4"," ,0,0724, ","   26.7","0,0814,+","0.0","0,1005","-2.2","0,1007","-6.7","0,1017","-6.7","0,1017","-13.9","0,1028","-0.6","0,0520","-2.2","0,0425","-5.6","0,0405","-11.1","0,0403","-11.1","0,0403","","","","","    220.9"," ,0","      998"," ,0","      1.46","0","      6.22","0","     -3.30","0","",""
"USC00506870","1951","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","       104","0","        50","0","         1","0","","","        29","0","","","","","","","","","","","        12"," ","         2"," ","","","","","   152"," ,0,0109, ","  34.3"," ,0,0904, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    437.0"," ,0","     1749"," ,0","","","","","","","",""
"USC00506870","1952","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","       106","0","        62","0","         2","0","      135","","        25","0","        37","0","       197","0","","","","","","","         4"," ","         1"," ","  -31.7","0,0108, ","   508"," ,0,0116, ","   406"," ,0,0112, ","  31.8"," ,0,1026, ","","","0.0","0,0827","-3.9","0,1017","-7.2","0,1018","-7.2","0,1018","-8.9","0,1019","-1.1","0,0521","-2.2","0,0510","-5.0","0,0501","-10.0","0,0406","-10.0","0,0406","","","","","    488.1"," ,0","     1693"," ,0","","","","","     -2.44","0","",""
"USC00506870","1953","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","","","","","","","      137","","        22","0","","","","","","","","","","","","","","","","","   229"," ,0,0227,+","   152"," ,0,0226, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    347.5"," ,0","     1156"," ,0","","","","","","","",""
"USC00506870","1954","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","        67","0","        40","0","         1","0","      138","","        22","0","","","","","","","","","","","         2"," ","","","","","   279"," ,0,1222,+","   152"," ,0,1117, ","  39.9"," ,0,1026, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    359.3"," ,0","     1340"," ,0","","","","","","","",""
"USC00506870","1956","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","","","","","","","","","","","","","","","","","","","","","        20"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00506870","1957","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","        94","0","        40","0","         1","0","       95","","         8","0","","","","","","","","","","","        50"," ","         1"," ","","","   152"," ,0,1208,+","   114"," ,0,1207, ","  34.8"," ,0,0622, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    421.8"," ,0","      634"," ,0","","","","","","","",""
"USC00506870","1958","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","","","","","","","","","","","","","","","","","","","","","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00506870","1959","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","        91","0","        51","0","         1","0","","","        21","0","        48","0","       214","0","       113","0","        23","0","         0","0","         1"," ","         2"," ","  -28.9","0,0317, ","","","   152"," ,0,1012, ","  27.2"," ,0,0712, ","   27.8","0,0618, ","-1.1","0,0908","-3.9","0,0927","-6.1","0,1005","-6.7","0,1006","-11.1","0,1008","0.0","0,0525","-2.8","0,0507","-5.0","0,0430","-14.4","0,0420","-14.4","0,0420","","","","","    534.3"," ,0","     1482"," ,0","      1.45","0","      6.79","0","     -3.88","0","",""
