"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00351415","1927","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","       154","6","       115","6","        11","6","","","","","","","","","","","","","","","","","","","","","","","  77.7"," ,6,0220, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1545.6"," ,6","","","","","","","",""
"USC00351415","1928","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","       106","0","        76","0","         4","0","      180","","        39","0","         0","0","       172","0","        40","0","        37","0","         0","0","","","  -15.6","0,0212,+","  1397"," ,0,0403, ","   559"," ,0,1225, ","  55.9"," ,0,1225, ","   30.6","0,0725,+","-1.1","0,0909","-2.2","0,1012","-5.6","0,1117","-7.8","0,1118","-10.0","0,1215","0.0","0,0716","-3.3","0,0420","-5.6","0,0404","-6.7","0,0217","-8.9","0,0216","","","","","    819.4"," ,0","     4638"," ,0","      5.30","0","      9.52","0","      1.07","0"
"USC00351415","1929","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","        68","0","        62","0","        10","0","      162","","        46","0","         0","0","       183","0","        51","0","        48","0","         0","0","","","  -17.2","0,0207, ","  3378"," ,0,0202,+","   635"," ,0,0127, ","  80.8"," ,0,1218, ","   29.4","0,0729, ","0.0","0,0921","-3.9","0,0923","-4.4","0,1108","-11.1","0,1112","-11.1","0,1112","0.0","0,0618","-3.9","0,0601","-5.0","0,0412","-6.7","0,0409","-11.1","0,0331","","","","","    999.4"," ,0","     7210"," ,0","      4.46","0","      8.70","0","      0.21","0"
"USC00351415","1930","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","        79","0","        67","0","         5","0","      135","","        36","0","","","","","","","","","","","","","","","  1067"," ,0,0128,+","   406"," ,0,1117, ","  46.7"," ,0,0201, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    730.7"," ,0","     3337"," ,0","","","","","",""
"USC00351415","1931","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","        84","0","        80","0","         7","0","      176","","        54","0","","","","","","","","","","","","","","","  2286"," ,0,1231, ","   610"," ,0,1227, ","  50.3"," ,0,0227, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1019.1"," ,0","     6526"," ,0","","","","","",""
"USC00351415","1932","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","       101","0","        94","0","        20","0","      203","","        57","0","","","","","","","","","","","","","","","  3251"," ,0,0130, ","   635"," ,0,0112, ","  47.5"," ,0,1223, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1518.0"," ,0","     9441"," ,0","","","","","",""
"USC00351415","1933","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","       114","0","       103","0","        18","0","","","        71","0","","","","","","","","","","","","","","","","","   660"," ,0,0126,+","  60.5"," ,0,0102, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1607.6"," ,0","    11428"," ,0","","","","","",""
"USC00351415","1934","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","       109","0","        80","0","        20","0","      147","","        32","0","         0","0","       196","0","","","","","","","","","  -12.2","0,1231, ","  1651"," ,0,1230, ","   584"," ,0,1130, ","  68.6"," ,0,1024, ","","","-1.1","0,0910","-2.2","0,0922","-6.1","0,0924","-6.7","0,1123","-8.9","0,1201","0.0","0,0721","-2.2","0,0508","-7.8","0,0402","-7.8","0,0402","-10.6","0,0209","","","","","   1383.2"," ,0","     5145"," ,0","","","","","     -0.04","0"
"USC00351415","1935","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","","","","","       101","0","        81","0","        13","0","      217","","        56","0","","","","","        61","0","        77","0","         3","0","","","","","  3048"," ,0,0119, ","   762"," ,0,0118, ","  73.9"," ,0,0118, ","   33.9","0,0715,+","","","","","","","","","","","","","","","","","","","","","","","","","   1272.8"," ,0","     9040"," ,0","","","     10.51","0","",""
"USC00351415","1936","43.58333","-122.03333","1476.1","CASCADE SUMMIT, OR US","      7.5","","       7.5","0","       113","0","        96","0","         9","0","      175","","        61","0","         1","0","       208","0","        49","0","        69","0","         0","0","","","  -17.8","0,0201, ","  2794"," ,0,0329, ","   864"," ,0,0224, ","  60.7"," ,0,0224, ","   31.1","0,0806,+","0.0","0,0823","-3.3","0,0914","-4.4","0,1025","-7.2","0,1112","-10.0","0,1203","-0.6","0,0724","-2.8","0,0516","-4.4","0,0505","-6.7","0,0405","-14.4","0,0401","    4598.2","2","    4598.2","0","   1291.7"," ,0","     9002"," ,0","      5.10","0","     11.08","0","     -0.89","0"
