"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA002100LRP","1996","64.05","-139.1333","370.0","DAWSON, YT CA","      0.0","","       0.0","C","","","","","","","       149","C","       259","C","       159","C","        41","C","         0","C","  -50.2","C,1231, ","","","   28.9","C,0728, ","-0.2","C,0808","-2.5","C,0820","-8.3","C,0905","-8.3","C,0905","-11.1","C,1002","-2.6","C,0606","-2.6","C,0606","-6.8","C,0509","-6.8","C,0509","-9.5","C,0414","","","","","","","     -7.01","C","     -0.36","C","    -13.67","C","","","",""
"CA002100LRP","1997","64.05","-139.1333","370.0","DAWSON, YT CA","      4.7","","       4.7","C","","","","","","","       124","C","       241","C","       165","C","        57","C","         0","C","  -52.1","C,0108, ","","","   29.4","C,0701, ","-2.5","C,0819","-2.5","C,0819","-4.4","C,0916","-7.3","C,0920","-10.0","C,1001","-0.9","C,0603","-2.2","C,0602","-4.9","C,0508","-7.6","C,0507","-15.1","C,0421","    8830.5","5","    8830.5","C","","","     -3.99","C","      2.72","C","    -10.71","C","","","",""
"CA002100LRP","1998","64.05","-139.1333","370.0","DAWSON, YT CA","     20.1","","      20.1","C","","","","","","","       115","C","       243","C","       145","C","        58","C","         2","C","  -49.3","C,0106, ","","","   33.4","C,0704, ","-0.5","C,0809","-4.1","C,0819","-6.5","C,0929","-11.7","C,0930","-11.7","C,0930","-0.1","C,0523","-4.5","C,0515","-4.5","C,0515","-8.3","C,0427","-16.0","C,0331","    7685.4","4","    7685.4","C","","","     -3.54","C","      2.79","C","     -9.87","C","","","",""
"CA002100LRP","1999","64.05","-139.1333","370.0","DAWSON, YT CA","     22.2","","      22.2","C","","","","","","","       122","C","       249","C","       149","C","        53","C","         3","C","  -49.3","C,0121, ","","","   32.8","C,0801, ","-1.8","C,0828","-3.3","C,0906","-8.5","C,0929","-8.5","C,0929","-17.5","C,0930","-2.0","C,0728","-5.4","C,0520","-5.4","C,0520","-7.3","C,0519","-9.9","C,0413","    8437.2","2","    8437.2","C","","","     -4.64","C","      1.61","C","    -10.89","C","","","",""
"CA002100LRP","2001","64.05","-139.1333","370.0","DAWSON, YT CA","      4.7","","       4.7","C","","","","","","","       108","C","       245","C","       147","C","        53","C","         0","C","  -40.3","C,1203, ","","","   30.1","C,0720, ","-0.2","C,0901","-4.3","C,0909","-4.4","C,0916","-8.0","C,0929","-15.2","C,1014","-1.1","C,0602","-2.5","C,0527","-6.1","C,0512","-7.2","C,0429","-11.2","C,0409","","","","","","","     -3.06","C","      3.19","C","     -9.31","C","","","",""
"CA002100LRP","2002","64.05","-139.1333","370.0","DAWSON, YT CA","      3.2","","       3.2","C","","","","","","","       113","C","       237","C","       152","C","        47","C","         0","C","  -42.7","C,0127, ","","","   29.4","C,0708, ","-0.4","C,0801","-2.3","C,0815","-6.5","C,0922","-8.6","C,1005","-10.6","C,1101","-1.2","C,0528","-3.0","C,0518","-5.4","C,0506","-9.4","C,0505","-9.4","C,0505","    8326.5","5","    8326.5","C","","","     -2.73","C","      3.57","C","     -9.02","C","","","",""
"CA002100LRP","2003","64.05","-139.1333","370.0","DAWSON, YT CA","      8.6","","       8.6","C","","","","","","","       117","C","       249","C","       155","C","        56","C","         0","C","  -42.5","C,1119, ","","","   31.7","C,0720, ","-0.4","C,0802","-2.6","C,0911","-11.5","C,0914","-11.5","C,0914","-11.5","C,0914","-0.5","C,0612","-2.7","C,0522","-7.8","C,0505","-7.8","C,0505","-9.9","C,0412","    7289.6","6","    7289.6","C","","","     -3.82","C","      2.68","C","    -10.31","C","","","",""
"CA002100LRP","2004","64.05","-139.1333","370.0","DAWSON, YT CA","     33.2","","      33.2","C","","","","","","","       129","C","       253","C","       161","C","        77","C","         3","C","  -49.9","C,0130, ","","","   34.1","C,0620, ","-0.4","C,0803","-4.7","C,0825","-4.7","C,0825","-9.5","C,0907","-9.5","C,0907","-0.8","C,0527","-4.1","C,0510","-7.3","C,0508","-7.3","C,0508","-11.1","C,0417","    8271.8","8","    8271.8","C","","","     -4.13","C","      2.33","C","    -10.60","C","","","",""
"CA002100LRP","2005","64.05","-139.1333","370.0","DAWSON, YT CA","      0.2","","       0.2","C","","","","","","","        97","C","       227","C","       139","C","        64","C","         0","C","  -51.3","C,0119, ","","","   29.3","C,0810, ","-2.7","C,0819","-2.7","C,0819","-6.1","C,1016","-9.2","C,1017","-9.2","C,1017","-2.4","C,0721","-2.4","C,0721","-4.6","C,0425","-13.4","C,0416","-13.4","C,0416","    7921.3","3","    7921.3","C","","","     -2.81","C","      3.45","C","     -9.07","C","","","",""
"CA002100LRP","2006","64.05","-139.1333","370.0","DAWSON, YT CA","      6.1","","       6.1","C","","","","","","","       134","C","       241","C","       152","C","        55","C","         0","C","  -45.5","C,0126, ","","","   31.4","C,0614, ","-1.0","C,0822","-3.8","C,0924","-6.2","C,1002","-7.7","C,1013","-10.1","C,1014","-2.9","C,0606","-2.9","C,0606","-4.8","C,0512","-7.8","C,0501","-11.9","C,0430","    7963.2","2","    7963.2","C","","","     -4.65","C","      1.82","C","    -11.11","C","","","",""
