"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00352371","1902","46.03333","-123.03333","228.9","DORAVILLE, OR US","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00352371","1903","46.03333","-123.03333","228.9","DORAVILLE, OR US","     20.1","","      20.1","6","       189","6","       110","6","         9","6","","","         0","6","        87","6","         0","6","        70","6","         2","6","         2"," ","   -7.2","6,0214, ","","","  48.3"," ,6,0310, ","   35.6","6,0607, ","-0.6","6,1110","-3.3","6,1117","-6.7","6,1228","-6.7","6,1228","","","-0.6","6,0419","-2.8","6,0410","-4.4","6,0305","-7.2","6,0214","","","    3232.6","6","    3232.6","6","   1273.9"," ,6","","","      9.31","6","     14.00","6","      4.61","6"
"USC00352371","1904","46.03333","-123.03333","228.9","DORAVILLE, OR US","     80.1","","      80.1","6","       194","6","       129","6","         6","6","","","         0","6","        63","6","         1","6","       102","6","         6","6","         1"," ","   -5.6","6,0216,+","","","  91.7"," ,6,1120, ","   36.1","6,0725, ","0.0","6,1128","-2.8","6,1205","","","","","","","-0.6","6,0505","-2.2","6,0326","-5.6","6,0216","","","","","    3259.7","7","    3259.7","6","   1503.2"," ,6","","","     10.24","6","     15.26","6","      5.21","6"
"USC00352371","1905","46.03333","-123.03333","228.9","DORAVILLE, OR US","     44.9","","      44.9","6","       182","6","        97","6","         3","6","","","         0","6","        65","6","         2","6","        91","6","         1","6","","","  -11.1","6,0211, ","","","  37.3"," ,6,1119, ","   36.1","6,0708, ","-3.3","6,1018","-3.3","6,1018","-5.0","6,1212","","","","","-0.6","6,0402","-2.2","6,0330","-4.4","6,0215","-7.2","6,0213","-10.6","6,0212","    2814.6","6","    2814.6","6","    982.4"," ,6","","","     10.07","6","     15.15","6","      4.99","6"
"USC00352371","1906","46.03333","-123.03333","228.9","DORAVILLE, OR US","     76.1","","      76.1","6","       192","6","       114","6","         8","6","","","         0","6","        57","6","         1","6","       101","6","         4","6","","","   -8.9","6,0315, ","","","  53.1"," ,6,1220, ","   35.0","6,0702, ","0.0","6,1020","-2.2","6,1119","","","","","","","0.0","6,0412","-5.6","6,0317","-5.6","6,0317","-8.9","6,0315","-8.9","6,0315","    3063.2","2","    3063.2","6","   1337.0"," ,6","","","     10.44","6","     15.52","6","      5.37","6"
"USC00352371","1907","46.03333","-123.03333","228.9","DORAVILLE, OR US","     48.1","","      48.1","6","       177","6","       100","6","         8","6","","","         0","6","        56","6","         5","6","        77","6","         3","6","","","  -15.6","6,0115, ","","","  63.8"," ,6,0103, ","   36.7","6,0730, ","-1.1","6,1127","","","","","","","","","0.0","6,0414","-2.8","6,0317","-6.7","6,0118","-6.7","6,0118","-12.2","6,0117","    3064.4","4","    3064.4","6","   1232.5"," ,6","","","      9.99","6","     14.85","6","      5.13","6"
"USC00352371","1908","46.03333","-123.03333","228.9","DORAVILLE, OR US","     59.5","","      59.5","6","       181","6","       108","6","         7","6","","","         0","6","        69","6","         1","6","        74","6","         3","6","         1"," ","   -8.9","6,0201, ","","","  56.9"," ,6,0313, ","   32.2","6,0819,+","-0.6","6,0924","-2.8","6,1126","-4.4","6,1206","","","","","0.0","6,0509","-2.2","6,0207","-5.0","6,0202","-8.9","6,0201","-8.9","6,0201","    3109.0","0","    3109.0","6","   1243.9"," ,6","","","      9.54","6","     14.35","6","      4.73","6"
"USC00352371","1909","46.03333","-123.03333","228.9","DORAVILLE, OR US","     18.1","","      18.1","6","       189","6","       121","6","         8","6","","","         1","6","        73","6","        14","6","        72","6","         0","6","         2"," ","  -17.8","6,0112, ","","","  52.1"," ,6,1122, ","   31.7","6,0904,+","-3.9","6,1114","-3.9","6,1114","-6.1","6,1115","-6.7","6,1221","","","0.0","6,0521","-2.8","6,0417","-4.4","6,0128","-12.2","6,0114","-12.2","6,0114","    3341.7","7","    3341.7","6","   1434.2"," ,6","","","      8.76","6","     13.41","6","      4.10","6"
"USC00352371","1910","46.03333","-123.03333","228.9","DORAVILLE, OR US","     21.7","","      21.7","6","       188","6","       105","6","        10","6","","","         0","6","        67","6","         3","6","        66","6","         2","6","","","   -9.4","6,0105,+","","","  55.6"," ,6,0301, ","   33.3","6,0710, ","-0.6","6,1026","-2.8","6,1125","","","","","","","-1.1","6,0414","-3.3","6,0306","-5.0","6,0222","-6.7","6,0204","-9.4","6,0105","    3341.4","4","    3341.4","6","   1350.3"," ,6","","","      9.49","6","     14.16","6","      4.82","6"
"USC00352371","1911","46.03333","-123.03333","228.9","DORAVILLE, OR US","     59.7","","      59.7","6","       183","6","        92","6","         4","6","","","         0","6","        75","6","         5","6","        53","6","         4","6","","","  -11.1","6,0115, ","","","  41.9"," ,6,0213,+","   35.6","6,0724,+","-2.2","6,1109","-2.2","6,1109","-5.6","6,1110","-10.6","6,1111","-10.6","6,1111","-1.7","6,0417","-2.2","6,0414","-4.4","6,0413","-11.1","6,0115","-11.1","6,0115","    3396.8","8","    3396.8","6","   1001.5"," ,6","","","      9.14","6","     13.81","6","      4.48","6"
"USC00352371","1912","46.03333","-123.03333","228.9","DORAVILLE, OR US","     43.9","","      43.9","6","       200","6","       129","6","        10","6","","","         0","6","        58","6","         1","6","        69","6","         1","6","         1"," ","  -10.0","6,0108, ","","","  81.5"," ,6,1229, ","   34.4","6,0717, ","-0.6","6,1123","-2.2","6,1222","-6.1","6,1225","","","","","-1.1","6,0419","-2.2","6,0320","-5.6","6,0302","-10.0","6,0108","-10.0","6,0108","    3141.0","0","    3141.0","6","   1510.9"," ,6","","","      9.60","6","     14.36","6","      4.86","6"
"USC00352371","1913","46.03333","-123.03333","228.9","DORAVILLE, OR US","     50.7","","      50.7","6","       196","6","       119","6","         4","6","","","         0","6","        89","6","         2","6","        71","6","         3","6","         1"," ","   -8.9","6,0105, ","","","  36.8"," ,6,1129, ","   34.4","6,0821, ","-1.7","6,1114","-3.9","6,1203","-6.1","6,1220","","","","","0.0","6,0430","-3.3","6,0428","-6.7","6,0325","-6.7","6,0325","-8.9","6,0105","    3370.3","3","    3370.3","6","   1124.6"," ,6","","","      9.12","6","     13.86","6","      4.39","6"
"USC00352371","1914","46.03333","-123.03333","228.9","DORAVILLE, OR US","     36.3","","      36.3","6","       185","6","       118","6","         6","6","","","         0","6","        45","6","         2","6","        81","6","         3","6","","","   -8.3","6,1221, ","","","  62.7"," ,6,0104, ","   33.9","6,0718, ","-0.6","6,1115","-2.8","6,1118","-4.4","6,1212","-6.7","6,1213","","","0.0","6,0428","-2.2","6,0209","-4.4","6,0205","","","","","    2971.8","8","    2971.8","6","   1183.3"," ,6","","","     10.19","6","     14.97","6","      5.40","6"
"USC00352371","1915","46.03333","-123.03333","228.9","DORAVILLE, OR US","     63.4","","      63.4","6","       202","6","       116","6","         2","6","","","         0","6","        48","6","         2","6","        75","6","         5","6","","","   -8.3","6,1230, ","","","  93.2"," ,6,1221, ","   35.0","6,0828, ","0.0","6,1106","-2.8","6,1127","-8.3","6,1230","-8.3","6,1230","","","-0.6","6,0219","-2.8","6,0215","-5.6","6,0126","-7.8","6,0124","","","    3008.8","8","    3008.8","6","   1258.8"," ,6","","","     10.34","6","     15.17","6","      5.52","6"
