"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00258685","1948","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        63","0","        49","0","         6","0","","","         2"," ","","","","","  80.3"," ,0,0729, ","    684.1"," ,0","",""
"USC00258685","1949","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        83","0","        53","0","         5","0","         7","0","         4"," ","        11"," ","   127"," ,0,0128, ","  32.5"," ,0,0613, ","    681.2"," ,0","      510"," ,0"
"USC00258685","1950","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        68","0","        45","0","         6","0","        10","0","","","         7"," ","   191"," ,0,0213, ","  63.8"," ,0,0508, ","    591.5"," ,0","      748"," ,0"
"USC00258685","1951","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        94","0","        64","0","         6","0","         7","0","         1"," ","         7"," ","   102"," ,0,0102, ","  41.9"," ,0,0531, ","    791.5"," ,0","      407"," ,0"
"USC00258685","1952","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        76","0","        51","0","         6","0","        11","0","         1"," ","        13"," ","   229"," ,0,1222, ","  84.8"," ,0,0627, ","    654.0"," ,0","      965"," ,0"
"USC00258685","1953","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        64","0","        44","0","         5","0","         6","0","","","         1"," ","    76"," ,0,0120, ","  45.2"," ,0,0903, ","    559.5"," ,0","      279"," ,0"
"USC00258685","1954","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        51","0","        44","0","         7","0","","","","","","","","","  50.3"," ,0,0617, ","    666.1"," ,0","",""
"USC00258685","1956","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        54","0","        35","0","         1","0","         7","0","         4"," ","","","    76"," ,0,1120,+","  31.8"," ,0,0905, ","    296.1"," ,0","      367"," ,0"
"USC00258685","1957","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        77","0","        57","0","         9","0","","","         9"," ","","","","","  61.0"," ,0,0720, ","    942.6"," ,0","",""
"USC00258685","1958","41.1","-97.2","463.9","ULYSSES 3 NNE, NE US","        66","0","        55","0","         8","0","         5","0","         8"," ","","","   102"," ,0,0119, ","  66.8"," ,0,0710, ","    707.2"," ,0","      351"," ,0"
