"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CSAC","2002","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    842.0","","     842.0","U","         0","U","         5","U","         0","U","       215","U","        87","U","   -1.7","U,0131, ","   41.7","U,0710, ","","","","","","","-1.1","U,0308","","","","","","","     17.01","U","     23.91","U","     10.12","U"
"USR0000CSAC","2003","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","   1012.3","","    1012.3","U","         0","U","         3","U","         0","U","       187","U","       105","U","   -0.6","U,1227, ","   43.3","U,0727, ","-0.6","U,1227","","","","","0.0","U,0209","","","    1315.4","4","    1315.4","U","     17.39","U","     23.88","U","     10.90","U"
"USR0000CSAC","2004","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    895.3","","     895.3","U","         0","U","         5","U","         0","U","       215","U","        93","U","   -0.6","U,0104,+","   40.0","U,0811, ","0.0","U,1130","","","","","-0.6","U,0104","","","    1199.0","0","    1199.0","U","     17.36","U","     24.07","U","     10.65","U"
"USR0000CSAC","2005","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    800.2","","     800.2","U","         0","U","         2","U","         0","U","       217","U","        77","U","   -0.6","U,1206, ","   41.7","U,0717, ","0.0","U,1205","","","","","","","","","    1346.5","5","    1346.5","U","     17.10","U","     23.62","U","     10.57","U"
"USR0000CSAC","2006","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    911.3","","     911.3","U","         0","U","         8","U","         0","U","       205","U","        97","U","   -1.1","U,1220, ","   43.3","U,0723,+","-0.6","U,1130","","","","","-0.6","U,0221","","","    1325.7","7","    1325.7","U","     16.99","U","     23.74","U","     10.23","U"
"USR0000CSAC","2007","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    783.1","","     783.1","U","         0","U","        11","U","         0","U","       225","U","        87","U","   -3.9","U,0116,+","   40.6","U,0705, ","-1.1","U,1201","","","","","0.0","U,0126","-3.9","U,0116","    1248.5","5","    1248.5","U","     16.99","U","     24.33","U","      9.66","U"
"USR0000CSAC","2008","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    863.0","","     863.0","U","         0","U","         8","U","         0","U","       216","U","        97","U","   -3.3","U,1218, ","   42.2","U,0709, ","-1.7","U,1214","-2.2","U,1217","","","-0.6","U,0420","","","    1414.7","7","    1414.7","U","     16.87","U","     23.99","U","      9.74","U"
"USR0000CSAC","2009","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    845.9","","     845.9","U","         0","U","         8","U","         0","U","       226","U","        92","U","   -5.6","U,1208, ","   41.1","U,0719,+","-3.3","U,1206","-3.3","U,1206","-5.6","U,1208","-0.6","U,0210","","","    1277.2","2","    1277.2","U","     16.99","U","     24.22","U","      9.75","U"
"USR0000CSAC","2010","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    728.7","","     728.7","U","         0","U","         6","U","         0","U","       199","U","        81","U","   -0.6","U,1231,+","   42.2","U,0825, ","0.0","U,1124","","","","","","","","","    1458.7","7","    1458.7","U","     16.44","U","     22.96","U","      9.93","U"
"USR0000CSAC","2011","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    756.1","","     756.1","U","         0","U","        11","U","         0","U","       195","U","        83","U","   -1.7","U,1225,+","   41.7","U,0909, ","0.0","U,1206","","","","","0.0","U,0227","","","    1472.0","0","    1472.0","U","     16.25","U","     23.00","U","      9.49","U"
"USR0000CSAC","2012","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    882.5","","     882.5","U","         0","U","         3","U","         0","U","       210","U","       107","U","   -3.9","U,0117, ","   41.1","U,0813,+","-1.1","U,1219","","","","","-3.9","U,0117","-3.9","U,0117","    1349.8","8","    1349.8","U","     17.18","U","     24.36","U","     10.00","U"
"USR0000CSAC","2013","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    821.4","","     821.4","U","         0","U","        21","U","         0","U","       244","U","        82","U","   -4.4","U,1206, ","   43.3","U,0608, ","-0.6","U,1204","-2.8","U,1205","-4.4","U,1206","-1.1","U,0117","","","    1194.5","5","    1194.5","U","     17.23","U","     25.01","U","      9.46","U"
"USR0000CSAC","2014","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","   1011.1","","    1011.1","U","         0","U","         4","U","         0","U","       247","U","       117","U","   -1.1","U,0203, ","   42.2","U,0630, ","","","","","","","-0.6","U,0205","","","    1070.1","1","    1070.1","U","     18.42","U","     25.91","U","     10.93","U"
"USR0000CSAC","2015","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    929.6","","     929.6","U","         0","U","         7","U","         0","U","       250","U","       103","U","   -2.2","U,1227,+","   41.1","U,0910,+","0.0","U,1125","-2.2","U,1129","","","-0.6","U,0102","","","     898.8","8","     898.8","U","     17.99","U","     25.49","U","     10.50","U"
"USR0000CSAC","2016","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    875.0","","     875.0","U","         0","U","         6","U","         0","U","       236","U","        98","U","   -1.1","U,1226, ","   40.6","U,0729,+","0.0","U,1206","","","","","0.0","U,0102","","","    1085.8","8","    1085.8","U","     17.68","U","     24.63","U","     10.73","U"
"USR0000CSAC","2018","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    881.7","","     881.7","U","         0","U","         7","U","         0","U","       232","U","        94","U","   -2.2","U,0224, ","   41.7","U,0725, ","","","","","","","0.0","U,0228","-2.2","U,0224","    1173.4","4","    1173.4","U","     17.58","U","     25.04","U","     10.11","U"
"USR0000CSAC","2019","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","    887.7","","     887.7","U","         0","U","         2","U","         0","U","       223","U","        96","U","   -0.6","U,1129,+","   40.6","U,0815,+","-0.6","U,1129","","","","","-0.6","U,0102","","","    1221.3","3","    1221.3","U","     17.23","U","     24.10","U","     10.35","U"
"USR0000CSAC","2020","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","   1084.4","","    1084.4","U","         0","U","         3","U","         0","U","       236","U","       126","U","    0.0","U,1230,+","   42.2","U,0906,+","0.0","U,1224","","","","","0.0","U,0115","","","    1202.8","8","    1202.8","U","     18.03","U","     25.82","U","     10.24","U"
"USR0000CSAC","2021","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","   1032.6","","    1032.6","U","         0","U","         2","U","         0","U","       233","U","       113","U","   -2.8","U,0126, ","   43.3","U,0710, ","0.0","U,1231","","","","","-2.8","U,0126","-2.8","U,0126","    1143.9","9","    1143.9","U","     17.83","U","     25.34","U","     10.32","U"
"USR0000CSAC","2022","39.4172","-122.1825","36.6","SACRAMENTO NWR CALIFORNIA, CA US","   1113.0","","    1113.0","U","         0","U","        11","U","         0","U","       248","U","       119","U","   -3.9","U,0224, ","   46.1","U,0906,+","-0.6","U,1120","","","","","0.0","U,0226","-3.9","U,0224","    1199.1","1","    1199.1","U","     17.96","U","     26.36","U","      9.56","U"
