"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AGE00135039","1852","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        46","E","        35","E","         4","E","","","","","","","","","","","","","  31.5"," ,E,0427, ","","","","","","","","","","","    412.5"," ,E","","","","","",""
"AGE00135039","1853","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        64","E","        52","E","         7","E","","","","","","","","","","","","","  48.0"," ,E,0106, ","","","","","","","","","","","    712.7"," ,E","","","","","",""
"AGE00135039","1857","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        80","E","        55","E","        15","E","","","","","","","","","","","","","  55.0"," ,E,0107, ","","","","","","","","","","","    904.8"," ,E","","","","","",""
"AGE00135039","1858","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        57","E","        41","E","         1","E","","","","","","","","","","","","","  32.2"," ,E,0219, ","","","","","","","","","","","    351.8"," ,E","","","","","",""
"AGE00135039","1859","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        46","E","        32","E","         2","E","","","","","","","","","","","","","  96.7"," ,E,0216, ","","","","","","","","","","","    417.4"," ,E","","","","","",""
"AGE00135039","1863","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        61","E","        40","E","         6","E","","","","","","","","","","","","","  62.3"," ,E,0418, ","","","","","","","","","","","    554.9"," ,E","","","","","",""
"AGE00135039","1864","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        84","E","        66","E","         4","E","","","","","","","","","","","","","  57.5"," ,E,0424, ","","","","","","","","","","","    754.7"," ,E","","","","","",""
"AGE00135039","1865","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        67","E","        47","E","         5","E","","","","","","","","","","","","","  78.0"," ,E,0117, ","","","","","","","","","","","    653.4"," ,E","","","","","",""
"AGE00135039","1867","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        40","E","        29","E","         2","E","","","","","","","","","","","","","  48.0"," ,E,0914, ","","","","","","","","","","","    326.3"," ,E","","","","","",""
"AGE00135039","1882","35.7297","0.65","50.0","ORAN HOPITAL MILITAIRE, AG","","","","","        41","E","        26","E","         2","E","","","","","","","","","","","","","  29.6"," ,E,0905, ","","","","","","","","","","","    268.0"," ,E","","","","","",""
