"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00045756","1906","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00045756","1909","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","","","","","","","","","","","","","","","         0","6","       221","6","       102","6","","","","","","","","","","","","","   40.0","6,0724, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     23.97","6","","","",""
"USC00045756","1911","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        11","6","        11","6","         2","6","","","","","","","","","","","","","","","","","","","","","","","","","  40.6"," ,6,0129, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    180.9"," ,6","","","","","","","","","",""
"USC00045756","1912","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","         4","6","         4","6","         3","6","","","","","","","","","         1","6","       151","6","        66","6","","","","","","","","","","","  50.8"," ,6,0309, ","   37.2","6,0628, ","","","","","","","","","","","","","","","","","","","","","","","","","    120.7"," ,6","","","","","     19.78","6","","","",""
"USC00045756","1942","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","         5","6","         3","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","","","  11.4"," ,6,1028, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     21.5"," ,6","","","","","","","","","",""
"USC00045756","1943","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        23","6","        19","6","         6","6","","","","","","","","","","","","","","","","","","","","","","","","","  58.7"," ,6,0122, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    342.3"," ,6","","","","","","","","","",""
"USC00045756","1944","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        20","6","        16","6","         4","6","","","","","","","","","","","","","","","","","","","","","","","","","  66.5"," ,6,0222, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    272.4"," ,6","","","","","","","","","",""
"USC00045756","1945","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        28","6","        14","6","         3","6","","","","","","","","","","","","","","","","","","","","","","","","","  44.2"," ,6,1222, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    223.6"," ,6","","","","","","","","","",""
"USC00045756","1948","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        13","0","         6","0","         0","0","","","","","","","","","","","","","","","","","","","","","","","","","  16.0"," ,0,1227, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     62.2"," ,0","","","","","","","","","",""
"USC00045756","1949","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        15","0","        10","0","         0","0","","","         3","0","","","","","","","","","","","","","","","","","","","   102"," ,0,0111, ","  10.9"," ,0,1209, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     62.0"," ,0","      203"," ,0","","","","","","","",""
"USC00045756","1950","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        15","0","         5","0","         0","0","        0","","         0","0","","","","","","","","","","","","","         4"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   7.9"," ,0,0109, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     42.6"," ,0","        0"," ,0","","","","","","","",""
"USC00045756","1952","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        30","0","        16","0","         0","0","        0","","         1","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","    25"," ,0,1115, ","  24.6"," ,0,1115, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    247.4"," ,0","       25"," ,0","","","","","","","",""
"USC00045756","1953","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        14","0","         8","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","   6.6"," ,0,1114, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     37.2"," ,0","        0"," ,0","","","","","","","",""
"USC00045756","1954","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        20","0","        13","0","         0","0","        0","","         1","0","","","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","    76"," ,0,0317, ","  24.4"," ,0,0119, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    106.6"," ,0","       89"," ,0","","","","","","","",""
"USC00045756","1955","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        18","0","         7","0","         0","0","        0","","         2","0","","","","","","","","","","","","","","","","","     0","T,0,0106, ","   127"," ,0,0118, ","  14.5"," ,0,0118, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     64.9"," ,0","      203"," ,0","","","","","","","",""
"USC00045756","1956","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        17","0","         9","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.8"," ,0,0126, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     80.7"," ,0","        0"," ,0","","","","","","","",""
"USC00045756","1957","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        35","0","        16","0","         2","0","        2","","         0","0","","","","","","","","","","","","","","","","","    76"," ,0,0127, ","     0"," ,0,1231,+","  27.7"," ,0,0113, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    151.5"," ,0","        0"," ,0","","","","","","","",""
"USC00045756","1958","35.0492","-118.1619","833.6","MOJAVE, CA US","","","","","        39","0","        17","0","         0","0","        0","","         1","0","","","","","","","","","","","","","         7"," ","","","     0"," ,0,1231,+","    76"," ,0,0311, ","  23.9"," ,0,0204, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    185.4"," ,0","       76"," ,0","","","","","","","",""
