"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00304025","1957","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","         7"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00304025","1958","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","","","","","","","","","","","","","","","","","","","        52","0","       141","0","         4","0","         3"," ","         1"," ","","","","","","","","","   34.4","0,0702,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     14.40","0","",""
"USC00304025","1961","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","    427.6","","     427.6","0","","","","","","","","","","","        18","0","       142","0","        32","0","       154","0","        11","0","","","","","  -31.1","0,0122, ","","","","","","","   33.9","0,0912, ","0.0","0,1005","-2.2","0,1025","-5.0","0,1028","-6.7","0,1111","-8.9","0,1215","-1.7","0,0506","-2.8","0,0501","-5.0","0,0420","-9.4","0,0322","-9.4","0,0322","    3715.3","3","    3715.3","0","","","","","      9.72","0","     15.98","0","      3.45","0"
"USC00304025","1962","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","    337.9","","     337.9","0","","","","","","","","","","","        12","0","       148","0","        42","0","       148","0","        13","0","         2"," ","","","  -23.9","0,0211, ","","","","","","","   35.0","0,0708, ","-1.7","0,0921","-5.6","0,1025","-5.6","0,1025","-7.8","0,1107","-8.9","0,1127","-0.6","0,0512","-5.6","0,0418","-5.6","0,0418","-7.2","0,0404","-9.4","0,0311","    3426.9","9","    3426.9","0","","","","","      9.00","0","     15.45","0","      2.54","0"
"USC00304025","1963","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","    292.6","","     292.6","0","        93","0","        66","0","         5","0","","","","","        22","0","       148","0","        48","0","       160","0","        19","0","         7"," ","        18"," ","  -28.9","0,0125, ","","","","","  49.5"," ,0,0929, ","   35.6","0,0703,+","-0.6","0,0915","-2.8","0,0924","-7.2","0,1201","-7.2","0,1201","-9.4","0,1205","-2.2","0,0524","-2.2","0,0524","-5.0","0,0424","-7.8","0,0324","-10.6","0,0316","    3820.6","6","    3820.6","0","    774.4"," ,0","","","      8.76","0","     15.89","0","      1.62","0"
"USC00304025","1964","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","","","","","        86","0","        52","0","         5","0","       76","","","","         7","0","       145","0","","","","","","","","","        14"," ","  -28.9","0,0115, ","   508"," ,0,0219, ","","","  49.3"," ,0,0310, ","","","-3.3","0,1006","-3.3","0,1006","-6.1","0,1008","-7.2","0,1122","-10.6","0,1123","0.0","0,0503","-3.3","0,0412","-6.7","0,0406","-6.7","0,0406","-9.4","0,0402","","","","","    616.8"," ,0","","","","","","","      2.75","0"
"USC00304025","1965","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","    393.0","","     393.0","0","        91","0","        66","0","         5","0","","","","","        13","0","       154","0","        29","0","       149","0","        26","0","","","        15"," ","  -26.1","0,0131, ","","","","","  52.3"," ,0,0818, ","   36.7","0,0714, ","-1.1","0,0928","-4.4","0,1006","-4.4","0,1006","-7.2","0,1110","-12.2","0,1201","-1.1","0,0430","-5.0","0,0425","-5.0","0,0425","-7.2","0,0404","-10.0","0,0401","    3586.7","7","    3586.7","0","    664.9"," ,0","","","      9.37","0","     16.08","0","      2.66","0"
"USC00304025","1966","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","    381.8","","     381.8","0","        96","0","        57","0","         4","0","","","","","         6","0","       159","0","        30","0","       126","0","        38","0","","","        15"," ","  -22.2","0,0220, ","","","","","  76.2"," ,0,0922, ","   39.4","0,0703, ","-1.1","0,0926","-2.2","0,1026","-6.7","0,1031","-6.7","0,1031","-8.9","0,1121","0.0","0,0514","-3.3","0,0511","-4.4","0,0412","-6.7","0,0329","-11.7","0,0328","    3635.1","1","    3635.1","0","    720.3"," ,0","","","      9.34","0","     16.22","0","      2.46","0"
"USC00304025","1967","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","","","","","       108","0","        68","0","        10","0","","","","","        10","0","       157","0","","","","","","","","","        14"," ","  -25.0","0,0208, ","","","","","  53.3"," ,0,1229, ","","","-1.1","0,1014","-3.9","0,1029","-4.4","0,1030","-6.7","0,1109","-10.0","0,1117","0.0","0,0513","-2.2","0,0429","-6.7","0,0413","-6.7","0,0413","-14.4","0,0320","","","","","    835.4"," ,0","","","","","","","      2.71","0"
"USC00304025","1968","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","    371.4","","     371.4","0","       113","0","        73","0","         9","0","       65","","        10","0","        13","0","       141","0","        42","0","       160","0","        23","0","","","        14"," ","  -27.2","0,0113, ","   330"," ,0,0101, ","   152"," ,0,1113, ","  66.0"," ,0,0425, ","   36.1","0,0701, ","0.0","0,1027","-2.2","0,1031","-5.6","0,1101","-7.8","0,1121","-9.4","0,1201","-1.7","0,0508","-2.2","0,0417","-5.0","0,0407","-10.0","0,0315","-10.0","0,0315","    3679.8","8","    3679.8","0","   1052.0"," ,0","      570"," ,0","      9.32","0","     15.77","0","      2.88","0"
"USC00304025","1969","42.24746","-73.79219","9.1","HUDSON CORRECTIONAL FACILITY, NY US","    363.1","","     363.1","0","","","","","","","      101","","        21","0","         6","0","       159","0","        42","0","       152","0","        11","0","","","        18"," ","  -22.8","0,1225, ","   737"," ,0,1226, ","   394"," ,0,0303, ","","","   35.6","0,0717, ","-1.7","0,1016","-3.9","0,1023","-6.7","0,1024","-6.7","0,1024","-10.0","0,1122","-2.8","0,0527","-2.8","0,0527","-4.4","0,0409","-11.1","0,0401","-11.1","0,0401","    3648.2","2","    3648.2","0","","","     2162"," ,0","      9.10","0","     15.51","0","      2.69","0"
